SG_UF;CD_MUNICIPIO;NM_MUNICIPIO;QT_APTOS;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;TOTAL_BRANCO_NULO;PERC_DESCONTENTES;CD_MUNICIPIO_IBGE;NM_MUNICIPIO_IBGE;POPULACAO_2022;PROP_ELEITORADO
SP;65579;ITAPORANGA;23236;829;1013;1842;7.927354105698055;3522802;Itaporanga - SP;14085;164.96982605608804
SP;65595;ITAPUÍ;20369;975;1033;2008;9.858117727919876;3522901;Itapuí - SP;13659;149.12511896917783
SP;65617;ITAPURA;7556;259;327;586;7.755426151402858;3523008;Itapura - SP;3979;189.8969590349334
SP;65633;ITAQUAQUECETUBA;502493;28301;35118;63419;12.620872330559829;3523107;Itaquaquecetuba - SP;369275;136.07555344932638
SP;65650;ITARARÉ;72940;3174;3129;6303;8.641349054017;3523206;Itararé - SP;44438;164.13880012601828
SP;65676;ITARIRI;19528;516;903;1419;7.266489143793526;3523305;Itariri - SP;15528;125.75991756826379
SP;65692;ITATIBA;171215;8033;9820;17853;10.42724060391905;3523404;Itatiba - SP;121590;140.81338925898513
SP;65714;ITATINGA;27742;1598;1831;3429;12.360320092278856;3523503;Itatinga - SP;19070;145.4745673833246
SP;65730;ITIRAPINA;20319;961;1077;2038;10.030021162458782;3523602;Itirapina - SP;16148;125.82982412682686
SP;65757;ITIRAPUÃ;10176;302;401;703;6.908411949685535;3523701;Itirapuã - SP;5779;176.0858279979235
SP;65773;ITOBI;12586;684;653;1337;10.622914349276972;3523800;Itobi - SP;8046;156.42555306984838
SP;65790;ITU;253851;10974;15867;26841;10.573525414514814;3523909;Itu - SP;168240;150.88623395149784
SP;65811;ITUPEVA;90241;4263;5507;9770;10.826564421936814;3524006;Itupeva - SP;70616;127.79115214682224
SP;65838;ITUVERAVA;59943;2377;2449;4826;8.050981766011043;3524105;Ituverava - SP;37571;159.54592637938836
SP;65854;JABORANDI;10446;434;509;943;9.027378901014742;3524204;Jaborandi - SP;6221;167.91512618550072
SP;65870;JABOTICABAL;110054;3931;4593;8524;7.745288676467915;3524303;Jaboticabal - SP;71821;153.23373386613943
SP;65897;JACAREÍ;353583;12875;18795;31670;8.956878582963547;3524402;Jacareí - SP;240275;147.15763188013736
SP;65919;JACI;11532;462;608;1070;9.27852930974679;3524501;Jaci - SP;7613;151.47773545251545
SP;65935;JACUPIRANGA;27124;689;1053;1742;6.422356584574547;3524600;Jacupiranga - SP;16097;168.50344784742498
SP;65951;JAGUARIÚNA;89857;4217;4750;8967;9.979189156103589;3524709;Jaguariúna - SP;59347;151.40950679899575
SP;65978;JALES;76865;2781;3904;6685;8.697066285045208;3524808;Jales - SP;48776;157.5877480728227
SP;65994;JAMBEIRO;9923;401;477;878;8.84813060566361;3524907;Jambeiro - SP;6397;155.11958730654996
SP;66010;JANDIRA;162143;8003;9113;17116;10.55611404747661;3525003;Jandira - SP;118045;137.35694014994283
SP;66036;JARDINÓPOLIS;61077;3117;3532;6649;10.88625832964946;3525102;Jardinópolis - SP;45282;134.88140983172121
SP;66052;JARINU;52775;2422;3067;5489;10.40075793462814;3525201;Jarinu - SP;37535;140.60210470227787
SP;66079;JAÚ;209807;9787;11413;21200;10.104524634545085;3525300;Jaú - SP;133497;157.16233323595287
SP;66095;JERIQUARA;6082;167;245;412;6.7740874712265695;3525409;Jeriquara - SP;3863;157.44240227802226
SP;66117;JOANÓPOLIS;19917;898;1348;2246;11.276798714665864;3525508;Joanópolis - SP;12815;155.41943035505267
SP;66133;JOÃO RAMALHO;6874;261;360;621;9.034041315100378;3525607;João Ramalho - SP;4371;157.26378403111417
SP;66150;JOSÉ BONIFÁCIO;56707;2133;2323;4456;7.857936409967023;3525706;José Bonifácio - SP;36633;154.7975868752218
SP;66176;JÚLIO MESQUITA;7581;294;358;652;8.600448489645165;3525805;Júlio Mesquita - SP;4254;178.20874471086037
SP;66192;JUNDIAÍ;662135;24193;41330;65523;9.89571613039637;3525904;Jundiaí - SP;443221;149.3916127620307
SP;66214;JUNQUEIRÓPOLIS;27776;906;1270;2176;7.834101382488479;3526001;Junqueirópolis - SP;20448;135.83724569640063
SP;66230;JUQUIÁ;34210;830;1362;2192;6.407483192049108;3526100;Juquiá - SP;17154;199.4287046752944
SP;66257;JUQUITIBA;47799;1887;2549;4436;9.28052888135735;3526209;Juquitiba - SP;27404;174.423441833309
SP;66273;LAGOINHA;10591;354;475;829;7.827400623170616;3526308;Lagoinha - SP;5083;208.36120401337794
SP;66290;LARANJAL PAULISTA;44137;1914;2185;4099;9.286992772503796;3526407;Laranjal Paulista - SP;26261;168.070522828529
SP;66311;LAVÍNIA;7910;227;376;603;7.623261694058154;3526506;Lavínia - SP;9689;81.63897203013727
SP;66338;LAVRINHAS;12566;501;729;1230;9.788317682635682;3526605;Lavrinhas - SP;7171;175.23357969599778
SP;66354;LEME;151315;7862;9931;17793;11.758913524766216;3526704;Leme - SP;98161;154.14981509968317
SP;66370;LENÇÓIS PAULISTA;102704;4574;5643;10217;9.948005919925222;3526803;Lençóis Paulista - SP;66505;154.43049394782346
SP;66397;LIMEIRA;460513;17282;25488;42770;9.287468540518944;3526902;Limeira - SP;291869;157.78071669139237
SP;66419;LINDÓIA;11824;247;632;879;7.43403247631935;3527009;Lindóia - SP;7014;168.57713145138297
SP;66435;LINS;115923;4404;5620;10024;8.647119208440085;3527108;Lins - SP;74779;155.0207946081119
SP;66451;LORENA;129965;5334;6220;11554;8.890085792328705;3527207;Lorena - SP;84855;153.16127511637498
SP;66478;LOUVEIRA;74537;3676;4161;7837;10.514241249312423;3527306;Louveira - SP;51847;143.76338071633845
SP;66494;LUCÉLIA;27089;970;1373;2343;8.649267230241058;3527405;Lucélia - SP;20061;135.03314889586758
SP;66516;LUCIANÓPOLIS;4252;150;177;327;7.690498588899342;3527504;Lucianópolis - SP;2372;179.25801011804384
SP;66532;LUÍS ANTÔNIO;20404;828;1155;1983;9.718682611252696;3527603;Luís Antônio - SP;12265;166.35955972278842
SP;66559;LUIZIÂNIA;7838;220;320;540;6.889512630773156;3527702;Luiziânia - SP;4701;166.73048287598385
SP;66575;LUPÉRCIO;6936;271;261;532;7.6701268742791235;3527801;Lupércio - SP;3981;174.22758100979655
SP;66591;LUTÉCIA;4910;119;195;314;6.395112016293279;3527900;Lutécia - SP;2661;184.51709883502443
SP;66613;MACATUBA;26540;1335;1366;2701;10.17709118311982;3528007;Macatuba - SP;16829;157.7039633965179
SP;66630;MACAUBAL;12314;627;630;1257;10.207893454604514;3528106;Macaubal - SP;7481;164.60366261195028
SP;66656;MACEDÔNIA;7202;220;290;510;7.08136628714246;3528205;Macedônia - SP;3963;181.73101185970225
SP;66672;MAGDA;5319;162;226;388;7.2946042489189695;3528304;Magda - SP;3165;168.05687203791467
SP;66699;MAIRINQUE;80449;4343;5276;9619;11.956643339258411;3528403;Mairinque - SP;50027;160.81116197253482
SP;66710;MAIRIPORÃ;131529;5142;7653;12795;9.727892708071984;3528502;Mairiporã - SP;93853;140.14362886641877
SP;66737;MANDURI;14891;694;931;1625;10.912631791014707;3528601;Manduri - SP;9871;150.856042954108
SP;66753;MARABÁ PAULISTA;6194;99;222;321;5.182434614142719;3528700;Marabá Paulista - SP;4573;135.44719002842774
SP;66770;MARACAÍ;21832;881;816;1697;7.772993770611945;3528809;Maracaí - SP;12673;172.2717588574134
SP;66796;MARIÁPOLIS;6120;263;281;544;8.88888888888889;3528908;Mariápolis - SP;3513;174.21007685738687
SP;66818;MARÍLIA;363382;14009;18220;32229;8.869178990703999;3529005;Marília - SP;237627;152.92117478232691
SP;66834;MARINÓPOLIS;3596;96;175;271;7.53615127919911;3529104;Marinópolis - SP;1860;193.33333333333334
SP;66850;MARTINÓPOLIS;35841;1137;1467;2604;7.265422281744371;3529203;Martinópolis - SP;24881;144.04967645994935
SP;66877;MATÃO;132404;6365;8440;14805;11.18168635388659;3529302;Matão - SP;79033;167.5300191059431
SP;66893;MAUÁ;630936;28705;49663;78368;12.420911154221663;3529401;Mauá - SP;418261;150.847437365664
SP;66915;MENDONÇA;10082;253;406;659;6.536401507637374;3529500;Mendonça - SP;6159;163.69540509823025
SP;66931;MERIDIANO;7287;258;355;613;8.412240977082476;3529609;Meridiano - SP;4572;159.38320209973753
SP;66958;MIGUELÓPOLIS;29503;1264;1282;2546;8.629630884994747;3529708;Miguelópolis - SP;19441;151.75659688287638
SP;66974;MINEIROS DO TIETÊ;18696;1084;1119;2203;11.783269148480958;3529807;Mineiros do Tietê - SP;11230;166.4826357969724
SP;66990;MIRACATU;33449;822;1378;2200;6.577177195132888;3529906;Miracatu - SP;18553;180.28890206435617
SP;67016;MIRA ESTRELA;5509;139;258;397;7.206389544381921;3530003;Mira Estrela - SP;3126;176.23160588611643
SP;67032;MIRANDÓPOLIS;40002;1425;2077;3502;8.754562271886405;3530102;Mirandópolis - SP;27983;142.9510774398742
SP;67059;MIRANTE DO PARANAPANEMA;26454;599;771;1370;5.178800937476375;3530201;Mirante do Paranapanema - SP;15917;166.1996607400892
SP;67075;MIRASSOL;90162;3474;4442;7916;8.779752001952042;3530300;Mirassol - SP;63337;142.35281115303852
SP;67091;MIRASSOLÂNDIA;8168;201;291;492;6.023506366307542;3530409;Mirassolândia - SP;4669;174.94110087813237
SP;67113;MOCOCA;106654;5495;7281;12776;11.978922497046526;3530508;Mococa - SP;67681;157.58336904005557
SP;67130;MOGI DAS CRUZES;665668;32065;42423;74488;11.189962563920751;3530607;Mogi das Cruzes - SP;451505;147.4331402753015
SP;67156;MOGI GUAÇU;239965;10599;14757;25356;10.566540953889108;3530706;Mogi Guaçu - SP;153658;156.16824376212108
SP;67172;MOGI MIRIM;142422;7066;8906;15972;11.21455954838438;3530805;Mogi Mirim - SP;92558;153.87324704509604
SP;67199;MOMBUCA;6492;284;406;690;10.628465804066543;3530904;Mombuca - SP;3722;174.42235357334766
SP;67210;MONÇÕES;4087;181;253;434;10.619035967702471;3531001;Monções - SP;1937;210.9963861641714
SP;67237;MONGAGUÁ;99677;3045;4359;7404;7.427992415502072;3531100;Mongaguá - SP;61951;160.89651498765153
SP;67253;MONTE ALEGRE DO SUL;13171;554;923;1477;11.214030825298003;3531209;Monte Alegre do Sul - SP;8627;152.67184421003824
SP;67270;MONTE ALTO;76426;3915;4317;8232;10.77120351712768;3531308;Monte Alto - SP;47574;160.64657165678733
SP;67296;MONTE APRAZÍVEL;35664;1332;1759;3091;8.667003140421714;3531407;Monte Aprazível - SP;22280;160.0718132854578
SP;67318;MONTE AZUL PAULISTA;28396;1200;1581;2781;9.793632906043106;3531506;Monte Azul Paulista - SP;18151;156.44317117514186
SP;67334;MONTE CASTELO;6976;179;281;460;6.594036697247706;3531605;Monte Castelo - SP;4222;165.22974893415443
SP;67350;MONTEIRO LOBATO;7917;218;325;543;6.858658582796513;3531704;Monteiro Lobato - SP;4138;191.32431126147898
SP;67377;MONTE MOR;94887;4801;5773;10574;11.143781550686606;3531803;Monte Mor - SP;64662;146.74306393244873
SP;67393;MORRO AGUDO;42348;2068;2567;4635;10.94502691980731;3531902;Morro Agudo - SP;27933;151.60562775212114
SP;67415;MORUNGABA;21522;1049;1391;2440;11.33723631632748;3532009;Morungaba - SP;13720;156.865889212828
SP;67431;MURUTINGA DO SUL;6986;179;347;526;7.529344403091898;3532108;Murutinga do Sul - SP;3737;186.94139684238692
SP;67458;NARANDIBA;8924;280;321;601;6.734648139847602;3532207;Narandiba - SP;5713;156.2051461578855
SP;67474;NATIVIDADE DA SERRA;11990;246;565;811;6.763969974979149;3532306;Natividade da Serra - SP;6999;171.31018716959565
SP;67490;NAZARÉ PAULISTA;30088;1489;2060;3549;11.79540015953204;3532405;Nazaré Paulista - SP;18217;165.16440687270133
SP;67512;NEVES PAULISTA;15371;699;845;1544;10.044889727408757;3532504;Neves Paulista - SP;9699;158.48025569646356
SP;67539;NHANDEARA;15517;503;645;1148;7.398337307469227;3532603;Nhandeara - SP;9852;157.5010150223305
SP;67555;NIPOÃ;7896;321;375;696;8.814589665653495;3532702;Nipoã - SP;4750;166.2315789473684
SP;67571;NOVA ALIANÇA;10424;297;517;814;7.808902532617037;3532801;Nova Aliança - SP;6693;155.74480800836693
SP;67598;NOVA EUROPA;15554;730;780;1510;9.708113668509707;3532900;Nova Europa - SP;9311;167.04972613038342
SP;67610;NOVA GRANADA;31863;1253;1494;2747;8.621284875874839;3533007;Nova Granada - SP;19419;164.08156959678666
SP;67636;NOVA GUATAPORANGA;3970;125;217;342;8.614609571788414;3533106;Nova Guataporanga - SP;2156;184.13729128014842
SP;67652;NOVA INDEPENDÊNCIA;6496;256;285;541;8.328201970443349;3533205;Nova Independência - SP;4609;140.94163592970276
SP;67679;NOVA LUZITÂNIA;5344;124;225;349;6.530688622754491;3533304;Nova Luzitânia - SP;2837;188.3679943602397
SP;67695;NOVA ODESSA;95694;3867;5100;8967;9.370493447865073;3533403;Nova Odessa - SP;62019;154.29787645721473
SP;67717;NOVO HORIZONTE;60464;2345;2503;4848;8.017994178354062;3533502;Novo Horizonte - SP;38324;157.7705876213339
SP;67733;NUPORANGA;11883;456;586;1042;8.76882942018009;3533601;Nuporanga - SP;7391;160.7766202137735
SP;67750;OCAUÇU;6584;271;361;632;9.59902794653706;3533700;Ocauçu - SP;4331;152.02031863311015
SP;67776;ÓLEO;5082;207;303;510;10.035419126328216;3533809;Óleo - SP;2512;202.30891719745222
SP;67792;OLÍMPIA;87031;3234;3658;6892;7.919017361629764;3533908;Olímpia - SP;55074;158.02556560264372
SP;67814;ONDA VERDE;8276;360;407;767;9.267762203963269;3534005;Onda Verde - SP;4771;173.4646824565081
SP;67830;ORIENTE;10034;396;542;938;9.348216065377716;3534104;Oriente - SP;6085;164.8972884141331
SP;67857;ORINDIÚVA;10014;249;421;670;6.690633113640902;3534203;Orindiúva - SP;6024;166.23505976095618
SP;67873;ORLÂNDIA;63390;2923;3734;6657;10.501656412683388;3534302;Orlândia - SP;38319;165.4270727315431
SP;67890;OSASCO;1175418;49751;71277;121028;10.296592361185551;3534401;Osasco - SP;728615;161.32223465067287
SP;67911;OSCAR BRESSANE;5039;89;171;260;5.159753919428458;3534500;Oscar Bressane - SP;2470;204.0080971659919
SP;67938;OSVALDO CRUZ;49390;1768;2240;4008;8.115003037052034;3534609;Osvaldo Cruz - SP;31272;157.93681248401126
SP;67954;OURINHOS;161740;6841;7538;14379;8.890194138741188;3534708;Ourinhos - SP;103970;155.5641050302972
SP;67970;OURO VERDE;12294;373;532;905;7.361314462339353;3534807;Ouro Verde - SP;7779;158.04087929039724
SP;67997;PACAEMBU;17238;510;668;1178;6.833739412924933;3534906;Pacaembu - SP;14877;115.87013510788466
SP;68012;PALESTINA;18387;673;785;1458;7.929515418502203;3535002;Palestina - SP;11476;160.22133147438132
SP;68039;PALMARES PAULISTA;15704;712;951;1663;10.589658685685176;3535101;Palmares Paulista - SP;9650;162.7357512953368
SP;68071;PALMITAL;34524;1262;1469;2731;7.910439114818677;3535309;Palmital - SP;19594;176.1967949372257
SP;68098;PANORAMA;21549;850;975;1825;8.46907049051;3535408;Panorama - SP;14964;144.0056134723336
SP;68110;PARAGUAÇU PAULISTA;65040;2757;2991;5748;8.837638376383763;3535507;Paraguaçu Paulista - SP;41120;158.17120622568092
SP;68136;PARAIBUNA;28523;807;1198;2005;7.029414858184622;3535606;Paraibuna - SP;17667;161.44789720948663
SP;68152;PARAÍSO;9014;450;681;1131;12.547148879520744;3535705;Paraíso - SP;6099;147.79472044597475
SP;68179;PARANAPANEMA;28518;980;1342;2322;8.142225962549968;3535804;Paranapanema - SP;19395;147.03789636504254
SP;68195;PARANAPUÃ;6850;267;273;540;7.883211678832117;3535903;Paranapuã - SP;4031;169.93301910195981
SP;68217;PARAPUÃ;16519;636;883;1519;9.195471880864458;3536000;Parapuã - SP;10580;156.13421550094517
SP;68233;PARDINHO;11440;481;649;1130;9.877622377622378;3536109;Pardinho - SP;7153;159.93289528869005
SP;68250;PARIQUERA-AÇU;31191;1125;1496;2621;8.403064986694881;3536208;Pariquera-Açu - SP;19233;162.17438777101856
SP;68276;PATROCÍNIO PAULISTA;21684;864;866;1730;7.978232798376683;3536307;Patrocínio Paulista - SP;14512;149.42116868798237
SP;68292;PAULICÉIA;11900;420;626;1046;8.789915966386555;3536406;Paulicéia - SP;7955;149.5914519170333
SP;68314;PAULÍNIA;168223;6688;8630;15318;9.10577031678189;3536505;Paulínia - SP;110537;152.18705048988122
SP;68330;PAULO DE FARIA;12841;258;533;791;6.159956389689277;3536604;Paulo de Faria - SP;7400;173.52702702702703
SP;68357;PEDERNEIRAS;69130;2922;3450;6372;9.217416461738754;3536703;Pederneiras - SP;44827;154.215093581993
SP;68373;PEDRA BELA;10425;429;573;1002;9.611510791366907;3536802;Pedra Bela - SP;6557;158.99039194753698
SP;68390;PEDRANÓPOLIS;4664;140;200;340;7.289879931389365;3536901;Pedranópolis - SP;2787;167.34840330104055
SP;68411;PEDREGULHO;23731;1010;1068;2078;8.75647886730437;3537008;Pedregulho - SP;15525;152.85668276972623
SP;68438;PEDREIRA;70615;3148;4887;8035;11.378602279968844;3537107;Pedreira - SP;43112;163.79430321024307
SP;68454;PEDRO DE TOLEDO;16855;355;639;994;5.897359833877188;3537206;Pedro de Toledo - SP;11281;149.41051325237126
SP;68470;PENÁPOLIS;94797;3350;4613;7963;8.400054854056563;3537305;Penápolis - SP;61679;153.69412603965694
SP;68497;PEREIRA BARRETO;40958;1392;1704;3096;7.558962839982421;3537404;Pereira Barreto - SP;24095;169.98547416476447
SP;68519;PEREIRAS;13663;530;645;1175;8.599868257337334;3537503;Pereiras - SP;8737;156.380908778757
SP;68535;PERUÍBE;123146;3719;5701;9420;7.649456742403327;3537602;Peruíbe - SP;68352;180.16444288389513
SP;68551;PIACATU;9356;238;519;757;8.091064557503207;3537701;Piacatu - SP;5519;169.52346439572386
SP;68578;PIEDADE;86859;4165;4605;8770;10.096823587653551;3537800;Piedade - SP;52970;163.97772323956957
SP;68594;PILAR DO SUL;46753;1815;2135;3950;8.448655701238424;3537909;Pilar do Sul - SP;27619;169.2783953075781
SP;68616;PINDAMONHANGABA;244348;11267;14074;25341;10.370864504722771;3538006;Pindamonhangaba - SP;165428;147.70655511763425
SP;68632;PINDORAMA;22814;845;1227;2072;9.082142544051898;3538105;Pindorama - SP;14542;156.88350983358546
SP;68659;ESPÍRITO SANTO DO PINHAL;67511;3003;3643;6646;9.84432166609886;3515186;Espírito Santo do Pinhal - SP;39816;169.55746433594533
SP;68675;PINHALZINHO;23485;1214;1758;2972;12.65488609750905;3538204;Pinhalzinho - SP;15224;154.26300578034682
SP;68691;PIQUEROBI;5932;132;258;390;6.574511126095752;3538303;Piquerobi - SP;3264;181.74019607843138
SP;68713;PIQUETE;20128;717;953;1670;8.296899841017488;3538501;Piquete - SP;12490;161.15292233787028
SP;68730;PIRACAIA;45233;1999;2719;4718;10.430437954590674;3538600;Piracaia - SP;26029;173.77924622536403
SP;68756;PIRACICABA;614797;26515;34635;61150;9.946372542481502;3538709;Piracicaba - SP;423323;145.23118280839927
SP;68772;PIRAJU;47885;1927;2471;4398;9.184504542132192;3538808;Piraju - SP;29436;162.67495583639084
SP;68799;PIRAJUÍ;32432;1159;1407;2566;7.911938825851012;3538907;Pirajuí - SP;22431;144.58561811778344
SP;68810;PIRANGI;17077;766;882;1648;9.650406980148738;3539004;Pirangi - SP;10885;156.88562241616904
SP;68837;PIRAPORA DO BOM JESUS;26533;940;1189;2129;8.023970150378773;3539103;Pirapora do Bom Jesus - SP;18370;144.43658138268918
SP;68853;PIRAPOZINHO;42343;1392;1659;3051;7.205441277188673;3539202;Pirapozinho - SP;25348;167.0467097995897
SP;68870;PIRASSUNUNGA;118262;5225;6467;11692;9.886523143528777;3539301;Pirassununga - SP;73545;160.8022299272554
SP;68896;PIRATININGA;19202;771;842;1613;8.400166649307364;3539400;Piratininga - SP;15108;127.09822610537465
SP;68918;PITANGUEIRAS;53640;2562;2938;5500;10.253542132736763;3539509;Pitangueiras - SP;33674;159.2920353982301
SP;68934;PLANALTO;8288;186;328;514;6.201737451737452;3539608;Planalto - SP;4389;188.83572567783094
SP;68950;PLATINA;5424;172;202;374;6.895280235988201;3539707;Platina - SP;3025;179.30578512396693
SP;68977;POÁ;189624;8833;11798;20631;10.879951904822176;3539806;Poá - SP;103765;182.7436997060666
SP;68993;POLONI;9085;304;368;672;7.396807925151348;3539905;Poloni - SP;5592;162.46423462088697
SP;69019;POMPÉIA;33667;1169;1686;2855;8.480114058276651;3540002;Pompéia - SP;20196;166.70132699544465
SP;69035;PONGAÍ;6135;115;222;337;5.493072534637327;3540101;Pongaí - SP;3395;180.70692194403534
SP;69051;PONTAL;59961;3627;4205;7832;13.061823518620436;3540200;Pontal - SP;37607;159.44106150450713
SP;69078;PONTES GESTAL;4729;149;166;315;6.66102770141679;3540309;Pontes Gestal - SP;2387;198.11478843736907
SP;69094;POPULINA;7546;225;383;608;8.057248873575404;3540408;Populina - SP;4127;182.84468136661013
SP;69116;PORANGABA;14840;549;783;1332;8.975741239892184;3540507;Porangaba - SP;10451;141.9959812458138
SP;69132;PORTO FELIZ;85146;4365;4368;8733;10.25650059897118;3540606;Porto Feliz - SP;56497;150.70888719755033
SP;69159;PORTO FERREIRA;84955;4266;5420;9686;11.401330115943734;3540705;Porto Ferreira - SP;52649;161.36108947938231
SP;69175;POTIRENDABA;27349;1069;1355;2424;8.863212548904896;3540804;Potirendaba - SP;18496;147.86440311418684
SP;69191;PRADÓPOLIS;27767;1196;1734;2930;10.55209421255447;3540903;Pradópolis - SP;17078;162.58929617051177
SP;69213;PRAIA GRANDE;497701;19447;24579;44026;8.845873325550883;3541000;Praia Grande - SP;349935;142.22669924414535
SP;69230;PRESIDENTE ALVES;6902;149;281;430;6.230078238191829;3541109;Presidente Alves - SP;3804;181.44058885383808
SP;69256;PRESIDENTE BERNARDES;22421;601;598;1199;5.347665135364168;3541208;Presidente Bernardes - SP;14490;154.7342995169082
SP;69272;PRESIDENTE EPITÁCIO;64021;2247;2685;4932;7.703722216147827;3541307;Presidente Epitácio - SP;39505;162.05796734590558
SP;69299;PRESIDENTE PRUDENTE;361963;11027;13022;24049;6.644049253652998;3541406;Presidente Prudente - SP;225668;160.39624581243243
SP;69310;PRESIDENTE VENCESLAU;57839;1595;2238;3833;6.627016373035495;3541505;Presidente Venceslau - SP;35201;164.31067299224452
SP;69337;PROMISSÃO;56869;2243;2485;4728;8.313844097838894;3541604;Promissão - SP;35131;161.87697475164384
SP;69353;QUATÁ;20249;805;920;1725;8.518939206874414;3541703;Quatá - SP;13163;153.83271290739194
SP;69370;QUEIROZ;6576;231;266;497;7.557785888077858;3541802;Queiroz - SP;3265;201.40888208269527
SP;69396;QUELUZ;14339;421;573;994;6.932143106213823;3541901;Queluz - SP;9159;156.55639261928158
SP;69418;QUINTANA;10942;423;559;982;8.974593310180955;3542008;Quintana - SP;7038;155.47030406365445
SP;69434;RAFARD;14824;579;757;1336;9.01241230437129;3542107;Rafard - SP;8965;165.35415504740658
SP;69450;RANCHARIA;48965;1900;1978;3878;7.919942816297356;3542206;Rancharia - SP;28588;171.27815866797258
SP;69477;REDENÇÃO DA SERRA;8471;263;306;569;6.717034588596388;3542305;Redenção da Serra - SP;4494;188.49577214063197
SP;69493;REGENTE FEIJÓ;30480;1017;1361;2378;7.801837270341207;3542404;Regente Feijó - SP;20145;151.3030528667163
SP;69515;REGINÓPOLIS;9942;260;503;763;7.674512170589419;3542503;Reginópolis - SP;7662;129.7572435395458
SP;69531;REGISTRO;96448;3273;4099;7372;7.64349701393497;3542602;Registro - SP;59947;160.88878509349925
SP;69558;RESTINGA;13473;451;509;960;7.125361834780672;3542701;Restinga - SP;6404;210.3841349156777
SP;69574;RIBEIRA;6055;179;228;407;6.721717588769612;3542800;Ribeira - SP;3132;193.32694763729245
SP;69590;RIBEIRÃO BONITO;18420;719;1047;1766;9.587404994571118;3542909;Ribeirão Bonito - SP;10989;167.6221676221676
SP;69612;RIBEIRÃO BRANCO;30153;995;1318;2313;7.670878519550293;3543006;Ribeirão Branco - SP;18627;161.8779191496215
SP;69639;RIBEIRÃO CORRENTE;8576;196;329;525;6.121735074626866;3543105;Ribeirão Corrente - SP;4608;186.11111111111111
SP;69655;RIBEIRÃO DO SUL;7608;243;343;586;7.702418506834912;3543204;Ribeirão do Sul - SP;4677;162.66837716484926
SP;69671;RIBEIRÃO PIRES;181652;7546;12439;19985;11.001805650364432;3543303;Ribeirão Pires - SP;115559;157.19416055867566
SP;69698;RIBEIRÃO PRETO;936435;32385;55923;88308;9.430232744397635;3543402;Ribeirão Preto - SP;698642;134.03645930247535
SP;69710;RIVERSUL;9268;295;355;650;7.013379369874838;3543501;Riversul - SP;5599;165.52955884979463
SP;69736;RIFAINA;9012;272;316;588;6.524633821571238;3543600;Rifaina - SP;4049;222.573474932082
SP;69752;RINCÃO;15394;649;934;1583;10.283227231388851;3543709;Rincão - SP;9098;169.20202242251042
SP;69779;RINÓPOLIS;15398;551;797;1348;8.754383686193012;3543808;Rinópolis - SP;9259;166.30305648558158
SP;69795;RIO CLARO;312824;12823;20624;33447;10.691954581489911;3543907;Rio Claro - SP;201418;155.3108461011429
SP;69817;RIO DAS PEDRAS;50150;2556;3059;5615;11.19641076769691;3544004;Rio das Pedras - SP;31328;160.08043922369765
SP;69833;RIO GRANDE DA SERRA;71436;3982;5046;9028;12.63788565989137;3544103;Rio Grande da Serra - SP;44170;161.72968077880913
SP;69850;RIOLÂNDIA;14640;385;566;951;6.495901639344262;3544202;Riolândia - SP;10309;142.01183431952663
SP;69876;ROSEIRA;17132;738;744;1482;8.650478636469765;3544301;Roseira - SP;10832;158.1610044313146
SP;69892;RUBIÁCEA;4564;120;166;286;6.266432953549519;3544400;Rubiácea - SP;2700;169.03703703703704
SP;69914;RUBINÉIA;6533;156;328;484;7.408541252104698;3544509;Rubinéia - SP;3833;170.4409079050352
SP;69930;SABINO;9218;273;500;773;8.385766977652418;3544608;Sabino - SP;5112;180.320813771518
SP;69957;SAGRES;4188;131;181;312;7.4498567335243555;3544707;Sagres - SP;2474;169.2805173807599
SP;69973;SALES;10280;239;440;679;6.605058365758755;3544806;Sales - SP;6437;159.7017244057791
SP;69990;SALES OLIVEIRA;16644;686;1008;1694;10.177841864936314;3544905;Sales Oliveira - SP;11411;145.85925861011305
SP;70017;SALESÓPOLIS;30806;1252;1656;2908;9.439719535155488;3545001;Salesópolis - SP;15202;202.64438889619788
SP;70033;SALMOURÃO;8086;323;378;701;8.669304971555777;3545100;Salmourão - SP;4808;168.17803660565724
SP;70050;SALTO;194036;8551;11392;19943;10.277989651404894;3545209;Salto - SP;134319;144.45908620522786
SP;70076;SALTO DE PIRAPORA;61407;3237;4015;7252;11.80972853257772;3545308;Salto de Pirapora - SP;43748;140.36527384108987
SP;70092;SALTO GRANDE;12729;569;766;1335;10.48786236153665;3545407;Salto Grande - SP;9050;140.65193370165744
SP;70114;SANDOVALINA;6991;125;194;319;4.563009583750537;3545506;Sandovalina - SP;3645;191.79698216735255
SP;70130;SANTA ADÉLIA;23507;837;1164;2001;8.512358021015016;3545605;Santa Adélia - SP;14018;167.6915394492795
SP;70157;SANTA ALBERTINA;10422;360;494;854;8.194204567261561;3545704;Santa Albertina - SP;6393;163.0220553730643
SP;70190;ÁGUAS DE SANTA BÁRBARA;10716;388;557;945;8.81858902575588;3500550;Águas de Santa Bárbara - SP;7177;149.31029678138498
SP;70211;SANTA BRANCA;24714;930;1180;2110;8.537670955733592;3546009;Santa Branca - SP;13975;176.8443649373882
SP;70254;SANTA CRUZ DA CONCEIÇÃO;8152;230;373;603;7.396957801766438;3546207;Santa Cruz da Conceição - SP;4277;190.60088847322888
